timestamp,subject_id,source,value,label
2025-09-19 19:21:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:22:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:23:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:24:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:25:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:26:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:27:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:28:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:29:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:30:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:31:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:32:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:33:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:34:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:35:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:36:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:37:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:38:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:39:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:40:34,subject_2,phone_usage,1.1139872899420773,rest
2025-09-19 19:41:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:42:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:43:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:44:34,subject_2,phone_usage,1.2241910542721472,rest
2025-09-19 19:45:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:46:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:47:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:48:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:49:34,subject_2,phone_usage,1.3716071285825164,rest
2025-09-19 19:50:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:51:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:52:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:53:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:54:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:55:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:56:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:57:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:58:34,subject_2,phone_usage,0.0,rest
2025-09-19 19:59:34,subject_2,phone_usage,0.0,rest
2025-09-19 20:00:34,subject_2,phone_usage,0.0,rest
2025-09-19 20:01:34,subject_2,phone_usage,0.0,rest
2025-09-19 20:02:34,subject_2,phone_usage,0.0,rest
2025-09-19 20:03:34,subject_2,phone_usage,0.0,rest
2025-09-19 20:04:34,subject_2,phone_usage,0.0,rest
2025-09-19 20:05:34,subject_2,phone_usage,0.0,rest
2025-09-19 20:06:34,subject_2,phone_usage,0.0,rest
2025-09-19 20:07:34,subject_2,phone_usage,0.0,rest
2025-09-19 20:08:34,subject_2,phone_usage,0.0,rest
2025-09-19 20:09:34,subject_2,phone_usage,0.0,rest
2025-09-19 20:10:34,subject_2,phone_usage,0.0,rest
2025-09-19 20:11:34,subject_2,phone_usage,0.0,rest
2025-09-19 20:12:34,subject_2,phone_usage,0.0,rest
2025-09-19 20:13:34,subject_2,phone_usage,0.0,rest
2025-09-19 20:14:34,subject_2,phone_usage,0.0,rest
2025-09-19 20:15:34,subject_2,phone_usage,0.0,rest
2025-09-19 20:16:34,subject_2,phone_usage,0.0,rest
2025-09-19 20:17:34,subject_2,phone_usage,0.0,rest
2025-09-19 20:18:34,subject_2,phone_usage,0.0,rest
2025-09-19 20:19:34,subject_2,phone_usage,0.0,rest
2025-09-19 20:20:34,subject_2,phone_usage,0.0,rest
