timestamp,subject_id,source,x,y,z,value,label
2025-09-19 19:21:34,subject_1,accelerometer,0.35594909113168816,0.6182812398180242,0.582478869929304,0.0,active
2025-09-19 19:21:35,subject_1,accelerometer,0.34646829938964185,0.488209134452925,0.4503994294658779,0.0,rest
2025-09-19 19:21:36,subject_1,accelerometer,0.599384248285365,0.49815176210914835,0.4400624795258863,0.0,active
2025-09-19 19:21:37,subject_1,accelerometer,0.4869056186870305,0.5533566111313737,0.5010491590713054,0.0,active
2025-09-19 19:21:38,subject_1,accelerometer,0.6667403253376321,0.48661905983187065,0.46413564596165324,0.0,active
2025-09-19 19:21:39,subject_1,accelerometer,0.4183163983611482,0.7612822558217459,0.497366682900606,0.0,active
2025-09-19 19:21:40,subject_1,accelerometer,0.4305245592148576,0.4545678730818874,0.5178000255117632,0.0,active
2025-09-19 19:21:41,subject_1,accelerometer,0.5663896019987213,0.4990489826148497,0.7756880259093879,0.0,active
2025-09-19 19:21:42,subject_1,accelerometer,0.4170003928214983,0.6462319096196323,0.48604097578883615,0.0,active
2025-09-19 19:21:43,subject_1,accelerometer,0.4138092034673108,0.4676708393038133,0.3870249976018947,0.0,rest
2025-09-19 19:21:44,subject_1,accelerometer,0.4648103123865592,0.475850168204056,0.4370094169986584,0.0,rest
2025-09-19 19:21:45,subject_1,accelerometer,0.4936691405758,0.4398274682491425,0.5406981354683678,0.0,active
2025-09-19 19:21:46,subject_1,accelerometer,0.416032744250909,0.5126971335798599,0.7472066352957388,0.0,active
2025-09-19 19:21:47,subject_1,accelerometer,0.5050947922346056,0.5986483360909434,0.5450317701455251,0.0,active
2025-09-19 19:21:48,subject_1,accelerometer,0.42465450630380763,0.4860213526113082,0.44229229168062045,0.0,rest
2025-09-19 19:21:49,subject_1,accelerometer,0.4847956010165704,0.5398122848993959,0.600894789227111,0.0,active
2025-09-19 19:21:50,subject_1,accelerometer,0.39532665801514705,0.3037995053441487,0.4801127467415563,0.0,rest
2025-09-19 19:21:51,subject_1,accelerometer,0.47078110700960085,0.6990882273052478,0.5054890261569718,0.0,active
2025-09-19 19:21:52,subject_1,accelerometer,0.5413931691258694,0.33886333187440926,0.5055675541006739,0.0,active
2025-09-19 19:21:53,subject_1,accelerometer,0.5438165684594856,0.48363008995460804,0.46769490588525653,0.0,active
2025-09-19 19:21:54,subject_1,accelerometer,0.45597235789372004,0.5782894302639053,0.5802170375260296,0.0,active
2025-09-19 19:21:55,subject_1,accelerometer,0.6114945514810447,0.5514785322920011,0.4467228437269519,0.0,active
2025-09-19 19:21:56,subject_1,accelerometer,0.33886062156503005,0.5406439155311211,0.3975112399494932,0.0,active
2025-09-19 19:21:57,subject_1,accelerometer,0.5033091114180871,0.32354420776484727,0.45889829806115,0.0,active
2025-09-19 19:21:58,subject_1,accelerometer,0.568436172975223,0.5995845528590761,0.40543148865233536,0.0,active
2025-09-19 19:21:59,subject_1,accelerometer,0.39882279543672217,0.5475786859703009,0.6047482695906731,0.0,active
2025-09-19 19:22:00,subject_1,accelerometer,0.5516346894426347,0.5436080962970891,0.4028661627534991,0.0,active
2025-09-19 19:22:01,subject_1,accelerometer,0.6619491153625503,0.7238975701324668,0.49278079453942397,0.0,active
2025-09-19 19:22:02,subject_1,accelerometer,0.5680604031015716,0.6916560764769122,0.3927539649873228,0.0,active
2025-09-19 19:22:03,subject_1,accelerometer,0.6378990078473987,0.4147446166909579,0.4391188367772865,0.0,active
2025-09-19 19:22:04,subject_1,accelerometer,0.6286645669865156,0.5122038409796702,0.4072357894425174,0.0,active
2025-09-19 19:22:05,subject_1,accelerometer,0.6179415104801466,0.6181427072929255,0.40022991687223247,0.0,active
2025-09-19 19:22:06,subject_1,accelerometer,0.3749584106886854,0.6408136931338533,0.4753389458508133,1.3720499748805184,active
2025-09-19 19:22:07,subject_1,accelerometer,0.6543211907807065,0.43577057719156165,0.6466447110605791,0.0,active
2025-09-19 19:22:08,subject_1,accelerometer,0.4857010941592814,0.6353809127493344,0.3429228438253118,0.0,active
2025-09-19 19:22:09,subject_1,accelerometer,0.34822271252850623,0.49499104282600176,0.3971444910627598,0.0,rest
2025-09-19 19:22:10,subject_1,accelerometer,0.47212225743259795,0.5567145258511514,0.21469261312833782,0.0,active
2025-09-19 19:22:11,subject_1,accelerometer,0.48670296851055006,0.6008392317768506,0.6918579008794696,0.0,active
2025-09-19 19:22:12,subject_1,accelerometer,0.3840408984821497,0.3363815175989825,0.2896851122499937,0.0,rest
2025-09-19 19:22:13,subject_1,accelerometer,0.45369475343665644,0.6516676788377411,0.5716772620432661,0.0,active
2025-09-19 19:22:14,subject_1,accelerometer,0.5406159317509077,0.6201287422514263,0.4893490303815932,0.0,active
2025-09-19 19:22:15,subject_1,accelerometer,0.6468232807633768,0.47688718196687463,0.5543504477593978,0.0,active
2025-09-19 19:22:16,subject_1,accelerometer,0.6156434522823696,0.49046338812861073,0.46432591068749984,0.0,active
2025-09-19 19:22:17,subject_1,accelerometer,0.64323247140049,0.504306660589412,0.4424768582676619,0.0,active
2025-09-19 19:22:18,subject_1,accelerometer,0.45854245834764296,0.7272493346395982,0.5796632347600605,0.0,active
2025-09-19 19:22:19,subject_1,accelerometer,0.4612028242809807,0.3589566813420041,0.5105228115940652,0.0,active
2025-09-19 19:22:20,subject_1,accelerometer,0.40160016638507956,0.6000772826409597,0.4158548521807096,0.0,active
2025-09-19 19:22:21,subject_1,accelerometer,0.43629802919068933,0.4159278128728592,0.5146102432395503,0.0,active
2025-09-19 19:22:22,subject_1,accelerometer,0.4629522847388043,0.48784318366600543,0.6495000580147117,0.0,active
2025-09-19 19:22:23,subject_1,accelerometer,0.36546829113009405,0.7428025107621135,0.47242031830749337,0.0,active
2025-09-19 19:22:24,subject_1,accelerometer,0.5849140583118343,0.6059999587405899,0.34025496646005626,0.0,active
2025-09-19 19:22:25,subject_1,accelerometer,0.41729463026455205,0.4686055748100285,0.5662212113608216,0.0,active
2025-09-19 19:22:26,subject_1,accelerometer,0.3469068239035732,0.7135621865578323,0.5416928743093474,0.0,active
2025-09-19 19:22:27,subject_1,accelerometer,0.44516703801250673,0.6074448522692062,0.564712289392032,0.0,active
2025-09-19 19:22:28,subject_1,accelerometer,0.3764567207878987,0.6116926858146615,0.5861541733016029,0.0,active
2025-09-19 19:22:29,subject_1,accelerometer,0.36851722117883134,0.5225603612131976,0.6253697628611427,0.0,active
2025-09-19 19:22:30,subject_1,accelerometer,0.5634651045260557,0.40198861003752795,0.518335142871834,0.0,active
2025-09-19 19:22:31,subject_1,accelerometer,0.726560676944023,0.49440641688565434,0.611787130905322,0.0,active
2025-09-19 19:22:32,subject_1,accelerometer,0.4715477077544337,0.6248070270445977,0.4373625350340812,0.0,active
2025-09-19 19:22:33,subject_1,accelerometer,0.5862085120838159,0.5286118467714849,0.34176270489434524,0.0,active
2025-09-19 19:22:34,subject_1,accelerometer,0.4765803899258869,0.6565104354619151,0.5211719895893361,0.0,active
2025-09-19 19:22:35,subject_1,accelerometer,0.42495979662875843,0.33126891963710314,0.5209177079284084,0.0,active
2025-09-19 19:22:36,subject_1,accelerometer,0.4985270087045321,0.5653566418824587,0.5695335544249257,0.0,active
2025-09-19 19:22:37,subject_1,accelerometer,0.542211139845282,0.369174124775404,0.5548851976511984,0.0,active
2025-09-19 19:22:38,subject_1,accelerometer,0.38884610307973216,0.5218079617138089,0.4590320323015612,0.0,active
